plant_id,name,utility_name,city,state,county,zipcode,lat,lng,sector,source
57025,Waste Management Eco Vista LFGTE,WM Renewable Energy LLC,Springdale,AR,Washington,72762,36.140849,-94.259713,IPP Non-CHP,eia_860_2024
57026,Superior Landfill Gas Recovery,WM Renewable Energy LLC,Savannah,GA,Chatham,31419,32.0303,-81.2722,IPP Non-CHP,eia_860_2024
57027,Canyon Power Plant,City of Anaheim - (CA),Anaheim,CA,Orange,92806,33.858056,-117.861667,Electric Utility,eia_860_2024
57028,Langley Gulch Power Plant,Idaho Power Co,New Plymouth,ID,Payette,83655,43.904444,-116.819722,Electric Utility,eia_860_2024
57029,Cleveland Cnty Generating Facility,Southern Power Co,Kings Mountain,NC,Cleveland,28086,35.170547,-81.416648,IPP Non-CHP,eia_860_2024
57030,Pacolet Diesel Generation Facility,Lockhart Power Co,Pacolet,SC,Spartanburg,29372,34.8986,-81.7397,Electric Utility,eia_860_2024
57031,Luverne Wind Energy Center,Otter Tail Power Co,Luverne,ND,Steele,58056,47.3272,-97.8975,Electric Utility,eia_860_2024
57032,Ashtabula Wind Energy Center,Otter Tail Power Co,Luverne,ND,Barnes,58056,47.1244,-97.8961,Electric Utility,eia_860_2024
57033,Langdon Wind Energy Center,Otter Tail Power Co,Langdon,ND,Cavalier,58249,48.6303,-98.3169,Electric Utility,eia_860_2024
57034,Willmar Municipal East Substation,Willmar Municipal Utilities,Willmar,MN,Kandiyohi,56209,45.1272,-95.025,Electric Utility,eia_860_2024
57035,Willmar Municipal SW Substation,Willmar Municipal Utilities,Willmar,MN,Kandiyohi,56209,45.105,-95.0844,Electric Utility,eia_860_2024
57036,Southcentral Power Project,Chugach Electric Assn Inc,Anchorage,AK,Anchorage,99519,61.167417,-149.905304,Electric Utility,eia_860_2024
57037,Ratcliffe,Mississippi Power Co,De Kalb,MS,Kemper,39328,32.654722,-88.762222,Electric Utility,eia_860_2024
57038,Bison I Wind Energy Center,"ALLETE, Inc.",New Salem,ND,Morton,58563,46.98,-101.554722,Electric Utility,eia_860_2024
57039,McFadden Ridge,PacifiCorp,Rock River,WY,Albany,82637,41.7244,-105.9906,Electric Utility,eia_860_2024
57040,High Plains,PacifiCorp,Rock River,WY,Albany,82083,41.675052,-106.011124,Electric Utility,eia_860_2024
57041,Vaca Dixon Solar Station,Pacific Gas & Electric Co.,Vacaville,CA,Solano,95688,38.4106,-121.9264,Electric Utility,eia_860_2024
57042,CSU East Bay,Pacific Gas & Electric Co.,Hayward,CA,Alameda,94542,37.658889,-122.059444,Electric Utility,eia_860_2024
57043,SF State University,Pacific Gas & Electric Co.,San Francisco,CA,San Francisco,94132,37.723889,-122.4775,Electric Utility,eia_860_2024
57044,Armenia Mountain Wind Farm,ALLETE Clean Energy,Mainesburg,PA,Tioga,16932,41.7619,-76.8553,IPP Non-CHP,eia_860_2024
57045,Rolling Thunder Wind Farm Hybrid,AE Power Services LLC,Miller,SD,Hand,57362,44.477778,-99.133889,IPP Non-CHP,eia_860_2024
57046,Archer Daniels Midland Columbus,Archer Daniels Midland Co,Columbus,NE,Platte,68601,41.416442,-97.286328,Industrial CHP,eia_860_2024
57047,Nobles Wind Project,Northern States Power Co - Minnesota,Reading,MN,Nobles,56165,43.7036,-95.7131,Electric Utility,eia_860_2024
57048,Merricourt Wind Energy Center,Otter Tail Power Co,Kulm,ND,McIntosh,58456,46.1075,-99.0592,Electric Utility,eia_860_2024
57049,NaturEner Glacier Wind Energy 1,NaturEner Glacier Wind Energy 1 LLC,Ethridge,MT,Toole,59435,48.51,-112.1097,IPP Non-CHP,eia_860_2024
57050,NaturEner Glacier Wind Energy 2,NaturEner Glacier Wind Energy 2 LLC,Ethridge,MT,Toole,59435,48.5333,-112.1847,IPP Non-CHP,eia_860_2024
57051,Noatak,"Alaska Village Elec Coop, Inc",Noatak,AK,Northwest Arctic,99761,67.570931,-162.965728,Electric Utility,eia_860_2024
57052,Savoonga,"Alaska Village Elec Coop, Inc",Savoonga,AK,Nome,99769,63.695267,-170.475661,Electric Utility,eia_860_2024
57053,Alakanuk,"Alaska Village Elec Coop, Inc",Alakanuk,AK,Kusilvak,99554,62.6833,-164.6544,Electric Utility,eia_860_2024
57054,Upper Kalskag,"Alaska Village Elec Coop, Inc",Upper Kalskag,AK,Bethel,99607,61.526858,-160.348128,Electric Utility,eia_860_2024
57055,Stebbins,"Alaska Village Elec Coop, Inc",Stebbins,AK,Nome,99671,63.521047,-162.286322,Electric Utility,eia_860_2024
57056,Scammon Bay,"Alaska Village Elec Coop, Inc",Scammon Bay,AK,Kusilvak,99662,61.843036,-165.581497,Electric Utility,eia_860_2024
57057,Quinhagak,"Alaska Village Elec Coop, Inc",Quinhagak,AK,Bethel,99655,59.747436,-161.910647,Electric Utility,eia_860_2024
57058,Pilot Station,"Alaska Village Elec Coop, Inc",Pilot Station,AK,Kusilvak,99650,61.936456,-162.880706,Electric Utility,eia_860_2024
57059,Koyuk,"Alaska Village Elec Coop, Inc",Koyuk,AK,Nome,99753,64.932089,-161.167103,Electric Utility,eia_860_2024
57060,Elim,"Alaska Village Elec Coop, Inc",Elim,AK,Nome,99739,64.616558,-162.263717,Electric Utility,eia_860_2024
57061,St. Michael,"Alaska Village Elec Coop, Inc",St. Michael,AK,Nome,99659,63.4775,-162.0383,Electric Utility,eia_860_2024
57062,Gambell,"Alaska Village Elec Coop, Inc",Gambell,AK,Nome,99742,63.777058,-171.712439,Electric Utility,eia_860_2024
57063,Shungnak,"Alaska Village Elec Coop, Inc",Shungnak,AK,Northwest Arctic,99773,66.888114,-157.140206,Electric Utility,eia_860_2024
57064,Kotlik,"Alaska Village Elec Coop, Inc",Kotlik,AK,Kusilvak,99620,63.03215,-163.553106,Electric Utility,eia_860_2024
57065,Kivalina,"Alaska Village Elec Coop, Inc",Kivalina,AK,Northwest Arctic,99750,67.726644,-164.538447,Electric Utility,eia_860_2024
57066,Kasigluk,"Alaska Village Elec Coop, Inc",Kasigluk,AK,Bethel,99609,60.8731,-162.5197,Electric Utility,eia_860_2024
57067,Toksook Bay,"Alaska Village Elec Coop, Inc",Toksook Bay,AK,Bethel,99637,60.530142,-165.108575,Electric Utility,eia_860_2024
57068,GenConn Middletown LLC,GenConn Middletown LLC,Middletown,CT,Middlesex,6457,41.554444,-72.576666,IPP Non-CHP,eia_860_2024
57069,Twin Cities Hydro LLC,Twin Cities Hydro LLC,St. Paul,MN,Ramsey,55116,44.9156,-93.1994,IPP Non-CHP,eia_860_2024
57070,GenConn Devon LLC,GenConn Devon LLC,Milford,CT,New Haven,6460,41.2108,-73.1075,IPP Non-CHP,eia_860_2024
57071,Denton Power LLC,City of Denton - (TX),Denton,TX,Denton,76208,33.191854,-97.0761,Electric Utility,eia_860_2024
57072,Granite City Works,United States Steel Granite City Works,Granite City,IL,Madison,62040,38.6972,-90.1283,Industrial CHP,eia_860_2024
57073,Ivanpah 2,NRG Energy Services,Nipton,CA,San Bernardino,92364,35.556111,-115.468611,IPP Non-CHP,eia_860_2024
57074,Ivanpah 1,NRG Energy Services,Nipton,CA,San Bernardino,92364,35.533056,-115.4525,IPP Non-CHP,eia_860_2024
57075,Ivanpah 3,NRG Energy Services,Nipton,CA,San Bernardino,92364,35.580833,-115.4825,IPP Non-CHP,eia_860_2024
57078,Steel Winds II,"Evergreen Wind, LLC",Lackawanna,NY,Erie,14218,42.8072,-78.8617,IPP Non-CHP,eia_860_2024
57079,Milford Wind Corridor I LLC,"Milford Wind Corridor Phase I, LLC (Longroad)",Milford,UT,Beaver,84751,38.53569,-112.935,IPP Non-CHP,eia_860_2024
57080,Sheffield Wind,"Evergreen Wind, LLC",Sheffield,VT,Caledonia,5866,44.67598,-72.1013,IPP Non-CHP,eia_860_2024
57081,Calpine Vineland Solar LLC,Calpine Vineland Solar LLC,Vineland,NJ,Cumberland,8360,39.4636,-75.0667,IPP Non-CHP,eia_860_2024
57082,Kaheawa Wind Power II LLC,"Evergreen Wind, LLC",Wailuku,HI,Maui,96793,20.79467,-156.536,IPP Non-CHP,eia_860_2024
57083,Bull Hill Wind Project,"Evergreen Wind, LLC",Eastbrook,ME,Hancock,4634,44.723056,-68.2425,IPP Non-CHP,eia_860_2024
57085,Lake Dorothy Hydroelectric Project,Alaska Electric Light & Power Co.,Juneau,AK,Juneau,99801,58.2325,-134.0533,Electric Utility,eia_860_2024
57087,Kahuku Wind Power LLC,"Evergreen Wind, LLC",Honolulu,HI,Honolulu,96731,21.68097,-157.975,IPP Non-CHP,eia_860_2024
57088,Bowers Wind Project,"Evergreen Wind, LLC",Carroll Plantation,ME,Penobscot,4487,45.414444,-68.038055,IPP Non-CHP,eia_860_2024
57090,Campbell Hill Windpower,Duke Energy Renewables Services,Glenrock,WY,Converse,82637,43.01455,-105.999,IPP Non-CHP,eia_860_2024
57091,Silver Sage Windpower,Duke Energy Renewables Services,Cheyenne,WY,Laramie,82009,41.12968,-105.024,IPP Non-CHP,eia_860_2024
57093,Casper Wind Farm,Chevron USA,Evansville,WY,Natrona,82636,42.884703,-106.221442,IPP Non-CHP,eia_860_2024
57094,Streator Cayuga Ridge South,Avangrid Power LLC,Odell,IL,Livingston,60460,40.9969,-88.49,IPP Non-CHP,eia_860_2024
57095,Penascal II Wind Project LLC,Avangrid Power LLC,Sarita,TX,Kenedy,78385,27.122529,-97.557372,IPP Non-CHP,eia_860_2024
57096,Star Point Wind Project LLC,Avangrid Power LLC,Wasco,OR,Sherman,97065,45.51,-120.48,IPP Non-CHP,eia_860_2024
57097,Rugby Wind Power Project,Avangrid Power LLC,Barton,ND,Pierce,58384,48.4968,-99.9513,IPP Non-CHP,eia_860_2024
57098,Dry Lake Wind LLC,Avangrid Power LLC,Heber,AZ,Navajo,85928,34.6596,-110.2842,IPP Non-CHP,eia_860_2024
57100,Santa Maria LFG Power Plant,J&A-Santa Maria LLC,Santa Maria,CA,Santa Barbara,93454,34.9537,-120.4142,IPP CHP,eia_860_2024
57101,J&A-Santa Maria II LLC,J&A-Santa Maria II LLC,Santa Maria,CA,Santa Barbara,93454,34.9494,-120.3803,IPP CHP,eia_860_2024
57102,Whittier LFG Power Plant #1,J&A-Whittier LLC,Whittier,CA,Los Angeles,90602,33.9716,-118.0481,IPP CHP,eia_860_2024
57103,Newark America Mill,Newark America,Fitchburg,MA,Worcester,1420,42.561007,-71.848805,Industrial CHP,eia_860_2024
57106,Mesalands Comm College Wind Turbine,Mesalands Community College,Tucumcari,NM,Quay,88401,35.17,-103.74,Commercial Non-CHP,eia_860_2024
57107,Milford Wind Corridor Stage II LLC,Milford Wind Corridor Stage II LLC,Milford,UT,Beaver,84751,38.58523,-112.931,IPP Non-CHP,eia_860_2024
57108,Blue Canyon Windpower V LLC,Blue Canyon Windpower V LLC,Carnegie,OK,Caddo,57015,34.8217,-98.4525,IPP Non-CHP,eia_860_2024
57109,Meadow Lake Wind Farm LLC,Meadow Lake Wind Farm LLC,Lafayette,IN,White,49707,40.6275,-86.935,IPP Non-CHP,eia_860_2024
57110,Blackstone Wind Farm LLC,Blackstone Wind Farm LLC,Ransom,IL,Livingston,60420,41.1508,-88.6233,IPP Non-CHP,eia_860_2024
57111,Lost Lakes Wind Farm LLC,Lost Lakes Wind Farm LLC,Lake Park,IA,Dickinson,51347,43.3456,-95.3233,IPP Non-CHP,eia_860_2024
57112,Meadow Lake Wind Farm II LLC,Meadow Lake Wind Farm II LLC,Lafayette,IN,White,49707,40.6431,-87.0242,IPP Non-CHP,eia_860_2024
57113,Blackstone Wind Farm II LLC,Blackstone Wind Farm II LLC,Dwight,IL,Livingston,60420,41.1406,-88.53,IPP Non-CHP,eia_860_2024
57115,Meadow Lake Wind Farm III LLC,Meadow Lake Wind Farm III LLC,Lafayette,IN,White,49707,40.5986,-87.0194,IPP Non-CHP,eia_860_2024
57116,Quilt Block Wind Farm LLC,Quilt Block Wind Farm LLC,Darlington,WI,Lafayette,53530,42.673333,-90.265277,IPP Non-CHP,eia_860_2024
57118,Greensburg,"Greensburg Wind Farm, LLC",Greensburg,KS,Kiowa,67054,37.5499,-99.3444,IPP Non-CHP,eia_860_2024
57119,Koda Biomass Plant,Koda Energy LLC,Shakopee,MN,Scott,55379,44.7956,-93.5386,IPP CHP,eia_860_2024
57120,Wilton Wind II LLC,Wilton Wind II LLC,Wilton,ND,Burleigh,58579,47.1333,-100.7011,IPP Non-CHP,eia_860_2024
57121,Ashtabula Wind II LLC,Ashtabula Wind II LLC,Luverne,ND,Steele,58056,47.292437,-97.931692,IPP Non-CHP,eia_860_2024
57122,UCI Facilities Management Central Plant,University of California Irvine,Irvine,CA,Orange,92697,33.6481,-117.8467,Commercial CHP,eia_860_2024
57123,Trail Ridge Landfill Gas Recovery,"NextEra Renewable Fuels, LLC",Baldwin,FL,Duval,32234,30.227953,-82.040881,IPP Non-CHP,eia_860_2024
57124,Payne's Ferry,Idaho Wind Partners 1 LLC,Hagerman,ID,Twin Falls,83332,42.825278,-115.010833,IPP Non-CHP,eia_860_2024
57125,Camp Reed,Idaho Wind Partners 1 LLC,Glenns Ferry,ID,Elmore,83332,42.811944,-115.048889,IPP Non-CHP,eia_860_2024
57126,Yahoo Creek,Idaho Wind Partners 1 LLC,Hagerman,ID,Twin Falls,83332,42.770833,-114.988611,IPP Non-CHP,eia_860_2024
57127,Solar Photovoltaic Project #24,Southern California Edison Co,Rialto,CA,San Bernardino,92316,34.038333,-117.373055,Electric Utility,eia_860_2024
57128,G2 Energy Marion LLC,G2 Energy LLC,Ocala,FL,Marion,34480,29.122882,-82.055452,IPP Non-CHP,eia_860_2024
57130,Beaver Ridge Wind,CPV Beaver Ridge Wind LLC,Freedom,ME,Waldo,4941,44.4967,-69.35,IPP Non-CHP,eia_860_2024
57131,Stoney Corners Wind Farm,DTE Sustainable Generation,McBain,MI,Missaukee,49657,44.19,-85.2983,IPP Non-CHP,eia_860_2024
57133,G2 Energy Ostrom Road LLC,G2 Energy LLC,Wheatland,CA,Yuba,95692,39.0728,-121.3992,IPP Non-CHP,eia_860_2024
57134,OREG 4 Peetz,Ormat Nevada Inc,Peetz,CO,Logan,80747,40.9925,-102.853056,IPP Non-CHP,eia_860_2024
57135,Big Sky Wind LLC,Big Sky Wind LLC,Ohio,IL,Bureau,61349,41.599167,-89.456111,IPP Non-CHP,eia_860_2024
57136,Tuana Springs,"Tuana Springs Energy, LLC",Hagerman,ID,Twin Falls,83301,42.8925,-115.0164,IPP Non-CHP,eia_860_2024
57137,Eurus Combine Hills Turbine Ranch 2,Eurus Combine Hills II LLC,Milton Freewater,OR,Umatilla,97862,45.943,-118.591,IPP Non-CHP,eia_860_2024
57138,Savannah River Site Biomass Cogen,Ameresco,Aiken,SC,Aiken,29808,33.283333,-81.666666,IPP CHP,eia_860_2024
57139,Cambria Wind LLC,Exus Pennsylvania Wind Holdings,Sidman,PA,Cambria,15955,40.3042,-78.6908,IPP Non-CHP,eia_860_2024
57141,RV CSU Power LLC,RV CSU Power LLC,Fort Collins,CO,Larimer,80521,40.591099,-105.145904,Commercial Non-CHP,eia_860_2024
57151,Beech Ridge Energy LLC,Invenergy Services LLC,Rupert,WV,Greenbrier,25984,38.0878,-80.4925,IPP Non-CHP,eia_860_2024
57152,Harvest Wind Project,Harvest Wind Project TIC,Roosevelt,WA,Klickitat,99356,45.8131,-120.3475,IPP Non-CHP,eia_860_2024
57153,Langford Wind Power,Langford Wind Power LLC,Christoval,TX,Tom Green,76935,31.085435,-100.67882,IPP Non-CHP,eia_860_2024
57156,Barton Chapel Wind Farm,Avangrid Power LLC,Jacksboro,TX,Jack,76458,33.052226,-98.328415,IPP Non-CHP,eia_860_2024
57159,Windy Flats Wind Project,Windy Flats Partners LLC,Centerville,WA,Klickitat,98613,45.7269,-120.8339,IPP Non-CHP,eia_860_2024
57160,White River Lock and Dam 1,"Ozark Hydro Management, LLC",Batesville,AR,Independence,72501,35.757401,-91.636887,IPP Non-CHP,eia_860_2024
57161,White River Lock and Dam 2,"Ozark Hydro Management, LLC",Locust Grove,AR,Independence,72550,35.744036,-91.765418,IPP Non-CHP,eia_860_2024
57162,White River Lock and Dam 3,"Ozark Hydro Management, LLC",Marcella,AR,Stone,72555,35.84361,-91.850521,IPP Non-CHP,eia_860_2024
57163,Calabasas Gas to Energy Facility,Los Angeles County Sanitation,Agoura,CA,Los Angeles,91301,34.1511,-118.7236,Commercial Non-CHP,eia_860_2024
57164,Waste Management Tri-Cities LFGTE,WM Renewable Energy LLC,Fremont,CA,Alameda,94538,37.4975,-121.985833,IPP Non-CHP,eia_860_2024
57165,Farmers Branch Renewable Energy Facility,WM Renewable Energy LLC,Lewisville,TX,Denton,75067,33.031111,-96.957222,IPP Non-CHP,eia_860_2024
57166,Waste Management Lockwood LFGTE,WM Renewable Energy LLC,Sparks,NV,Washoe,89434,39.493315,-119.620304,IPP Non-CHP,eia_860_2024
57167,Mesquite Creek LFGTE Project,WM Renewable Energy LLC,New Braunfels,TX,Comal,78130,29.7372,-98.0228,IPP Non-CHP,eia_860_2024
57168,Waste Management Naples LFGTE Project,WM Renewable Energy LLC,Naples,FL,Collier,34117,26.155833,-81.658055,IPP Non-CHP,eia_860_2024
57169,Waste Management Piedmont LFGTE Project,WM Renewable Energy LLC,Kernersville,NC,Forsyth,27284,36.193611,-80.040555,IPP Non-CHP,eia_860_2024
57170,Suburban Landfill Gas Recovery,WM Renewable Energy LLC,Glenford,OH,Perry,43739,39.912438,-82.244992,IPP Non-CHP,eia_860_2024
57171,Cedar Hills Wind Farm,Montana-Dakota Utilities Co,Rhame,ND,Bowman,58651,46.245556,-103.767222,Electric Utility,eia_860_2024
57172,Glen Ullin Station 6,Montana-Dakota Utilities Co,Glen Ullin,ND,Morton,58631,46.8214,-101.7564,Electric Utility,eia_860_2024
57174,Colorado Highlands Wind,Colorado Highlands Wind LLC,Fleming,CO,Logan,80728,40.756944,-102.743055,IPP Non-CHP,eia_860_2024
57176,University of Delaware Wind Turbine,First State Marine Wind,Lewes,DE,Sussex,19958,38.782931,-75.164903,Commercial Non-CHP,eia_860_2024
57177,Meadow Lake Wind Farm IV,Meadow Lake Wind Farm IV LLC,Lafayette,IN,White,49707,40.6778,-87.0328,IPP Non-CHP,eia_860_2024
57179,HSCo CHP,"Cartier Energy, LLC",Hartford,CT,Hartford,6010,41.7614,-72.6686,Commercial CHP,eia_860_2024
57180,Buckeye Geothermal Power Plant,Calpine Corporation,Middletown,CA,Lake,95461,38.8242,-122.84,IPP Non-CHP,eia_860_2024
57181,Wild Horse Power Plant,Calpine Corporation,Middletown,CA,Sonoma,95461,38.8417,-122.83,IPP Non-CHP,eia_860_2024
57182,PPL Frey Farm Landfill Wind,"NextEra Renewable Fuels, LLC",Conestoga,PA,Lancaster,17516,39.959167,-76.455555,IPP Non-CHP,eia_860_2024
57183,PPL Glendon LFGTE Plant,"NextEra Renewable Fuels, LLC",Glendon,PA,Northampton,18042,40.667778,-75.232222,IPP Non-CHP,eia_860_2024
57184,Orono Hydro Station,"Brookfield Black Bear Hydro, LLC",Orono,ME,Penobscot,4461,44.8803,-68.6647,IPP Non-CHP,eia_860_2024
57185,Cricket Valley Energy,Cricket Valley Energy Center LLC,Dover,NY,Dutchess,12522,41.676111,-73.581111,IPP Non-CHP,eia_860_2024
57186,Chautauqua LFGTE Facility,"Chautauqua Green Energy, LLC",Jamestown,NY,Chautauqua,14701,42.1989,-79.3186,IPP Non-CHP,eia_860_2024
57187,Pillar Mountain Wind Project Microgrid,Kodiak Electric Assn Inc,Kodiak,AK,Kodiak Island,99615,57.7869,-152.4406,Electric Utility,eia_860_2024
57188,Vantage Wind Energy LLC,Invenergy Services LLC,Ellensburg,WA,Kittitas,98926,46.9547,-120.1819,IPP Non-CHP,eia_860_2024
57189,Lost Creek Wind Energy Facility,Pattern Operators LP,King City,MO,DeKalb,64463,39.981389,-94.518056,IPP Non-CHP,eia_860_2024
57190,Little Quinnesec Falls Hydro Project,"Eagle Creek Renewable Energy, LLC",Niagara,WI,Marinette,54151,45.7736,-87.9894,IPP Non-CHP,eia_860_2024
57191,Exelon Solar Chicago,"Luminace Solar Chicago, LLC",Chicago,IL,Cook,60643,41.6758,-87.6514,IPP Non-CHP,eia_860_2024
57192,Spring Valley Wind Project,Pattern Operators LP,Ely,NV,White Pine,89301,39.104167,-114.492222,IPP Non-CHP,eia_860_2024
57193,Ripley Westfield Wind LLC,Pattern Operators LP,Ripley,NY,Chautauqua,14775,42.241111,-79.635,IPP Non-CHP,eia_860_2024
57194,Day County Wind LLC,Day County Wind LLC,Conde,SD,Day,57434,45.215,-97.9056,IPP Non-CHP,eia_860_2024
57195,Lower Snake River Wind Energy Project,Puget Sound Energy Inc,Pomeroy,WA,Garfield,99347,46.524167,-117.821666,Electric Utility,eia_860_2024
57196,"High Point, POLO",North Carolina Mun Power Agny #1,High Point,NC,Guilford,27260,35.97,-79.96,Electric Utility,eia_860_2024
57197,Blue Wing Solar Energy Generation,Duke Energy Renewables Services,San Antonio,TX,Bexar,78223,29.304177,-98.400339,IPP Non-CHP,eia_860_2024
57198,Bent Tree Wind Farm Phase 1,Wisconsin Power & Light Co,Hartland,MN,Freeborn,56042,43.724596,-93.450429,Electric Utility,eia_860_2024
57199,Glacier Hills,Wisconsin Electric Power Co,Cambria,WI,Columbia,53923,43.563889,-89.148056,Electric Utility,eia_860_2024
57200,Shelby Solar Energy Generation Facility,Duke Energy Renewables Services,Shelby,NC,Cleveland,28152,35.2536,-81.5956,IPP Non-CHP,eia_860_2024
57201,FPL Energy Montezuma Winds LLC,FPL Energy Montezuma Wind,Birds Landing,CA,Solano,94512,38.163581,-121.79661,IPP Non-CHP,eia_860_2024
57202,Jacksonville Solar,Jacksonville Solar LLC,Jacksonville,FL,Duval,32234,30.320748,-81.956377,IPP Non-CHP,eia_860_2024
57203,Wyandot Solar Farm,Wyandot Solar LLC,Upper Sandusky,OH,Wyandot,43351,40.8795,-83.317072,IPP Non-CHP,eia_860_2024
57204,PSEG Hackettstown,PSEG Solar Hackettstown LLC,Hackettstown,NJ,Warren,7840,40.860629,-74.822935,IPP Non-CHP,eia_860_2024
57205,CM48,Consolidated Edison Development Inc.,Boulder City,NV,Clark,89005,35.7814,-114.9933,IPP Non-CHP,eia_860_2024
57206,Soldotna,Homer Electric Assn Inc,Soldotna,AK,Kenai Peninsula,99669,60.499444,-150.997222,Electric Utility,eia_860_2024
57207,Thomson Reuters Data Center Bldg ES101,"Ryan Companies US, Inc.",Eagan,MN,Dakota,55123,44.8244,-93.1139,Commercial Non-CHP,eia_860_2024
57208,Thomson Reuters Data Center Bldg H,"Ryan Companies US, Inc.",Eagan,MN,Dakota,55123,44.8289,-93.1167,Commercial Non-CHP,eia_860_2024
57209,Rumble Road Energy Center,Oglethorpe Power Corporation,Smarr,GA,Monroe,31086,32.975833,-83.846111,Electric Utility,eia_860_2024
57210,Cedar Creek II,AE Power Services LLC,New Raymer,CO,Weld,80742,40.9475,-103.783889,IPP Non-CHP,eia_860_2024
57211,Goshen Phase II,AE Power Services LLC,Idaho Falls,ID,Bonneville,83427,43.467057,-111.836381,IPP Non-CHP,eia_860_2024
57212,Papalote Creek II LLC,"Big Sky Wind, LLC",Taft,TX,San Patricio,78390,27.9958,-97.2967,IPP Non-CHP,eia_860_2024
57213,Salt Wells,Ormat Salt Wells LLC,Fallon,NV,CHURCHILL,89406,39.2944,-118.5725,IPP Non-CHP,eia_860_2024
57214,Waverly Community Wind Project,Waverly Municipal Elec Utility,Waverly,IA,Bremer,50677,42.7317,-92.4711,Electric Utility,eia_860_2024
57216,Crayola Solar Project,"UGI Energy Services, LLC",Easton,PA,Northampton,18040,40.760545,-75.238452,IPP Non-CHP,eia_860_2024
57217,Solar Photovoltaic Project #03,Southern California Edison Co,Rialto,CA,San Bernardino,92376,34.094279,-117.400113,Electric Utility,eia_860_2024
57218,Solar Photovoltaic Project #04,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.071111,-117.520277,Electric Utility,eia_860_2024
57219,Solar Photovoltaic Project #05,Southern California Edison Co,Redlands,CA,San Bernardino,92374,34.086276,-117.230571,Electric Utility,eia_860_2024
57220,Solar Photovoltaic Project #06,Southern California Edison Co,Ontario,CA,San Bernardino,91761,34.041389,-117.573055,Electric Utility,eia_860_2024
57221,Solar Photovoltaic Project #07,Southern California Edison Co,Redlands,CA,San Bernardino,92374,34.086111,-117.2275,Electric Utility,eia_860_2024
57222,Solar Photovoltaic Project #08,Southern California Edison Co,Ontario,CA,San Bernardino,91761,34.041944,-117.565,Electric Utility,eia_860_2024
57223,Solar Photovoltaic Project #09,Southern California Edison Co,Ontario,CA,San Bernardino,91761,34.042778,-117.571666,Electric Utility,eia_860_2024
57224,Solar Photovoltaic Project #10,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.075,-117.516944,Electric Utility,eia_860_2024
57225,Solar Photovoltaic Project #11,Southern California Edison Co,Redlands,CA,San Bernardino,92374,34.075833,-117.241388,Electric Utility,eia_860_2024
57226,Solar Photovoltaic Project #12,Southern California Edison Co,Ontario,CA,San Bernardino,91761,34.042222,-117.561666,Electric Utility,eia_860_2024
57227,Solar Photovoltaic Project #13,Southern California Edison Co,Redlands,CA,San Bernardino,92374,34.083499,-117.23557,Electric Utility,eia_860_2024
57228,Solar Photovoltaic Project #14,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.068333,-117.507222,Electric Utility,eia_860_2024
57229,Solar Photovoltaic Project #15,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.079167,-117.516666,Electric Utility,eia_860_2024
57230,Solar Photovoltaic Project #16,Southern California Edison Co,Redlands,CA,San Bernardino,92374,34.085556,-117.233611,Electric Utility,eia_860_2024
57231,Solar Photovoltaic Project #17,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.072778,-117.503333,Electric Utility,eia_860_2024
57232,Solar Photovoltaic Project #18,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.083333,-117.516388,Electric Utility,eia_860_2024
57233,Solar Photovoltaic Project #19,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.086944,-117.516944,Electric Utility,eia_860_2024
57234,Solar Photovoltaic Project #20,Southern California Edison Co,Redlands,CA,San Bernardino,92375,34.089167,-117.203333,Electric Utility,eia_860_2024
57235,Solar Photovoltaic Project #21,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.075278,-117.553611,Electric Utility,eia_860_2024
57236,Solar Photovoltaic Project #23,Southern California Edison Co,Fontana,CA,San Bernardino,92335,34.080833,-117.520277,Electric Utility,eia_860_2024
57237,Solar Photovoltaic Project #22,Southern California Edison Co,Redlands,CA,San Bernardino,92374,34.08,-117.2114,Electric Utility,eia_860_2024
57239,Roth Rock Wind Farm LLC,Roth Rock Wind Farm LLC,Oakland,MD,Garrett,21550,39.254444,-79.467222,IPP Non-CHP,eia_860_2024
57240,"Roth Rock North Wind Farm, LLC",Roth Rock Wind Farm LLC,Oakland,MD,Garrett,21550,39.287222,-79.434444,IPP Non-CHP,eia_860_2024
57241,Deerhaven Renewable,Gainesville Regional Utilities,Gainesville,FL,Alachua,32653,29.7675,-82.396388,Electric Utility,eia_860_2024
57242,Mililani South Solar Farm,Mililani I Solar LLC,Mililani,HI,Honolulu,96789,21.427916,-158.01985,IPP Non-CHP,eia_860_2024
57243,Cimarron Solar Facility,Southern Power Co,Springer,NM,Colfax,87747,36.468078,-104.635659,IPP Non-CHP,eia_860_2024
57244,Kit Carson Windpower,Duke Energy Renewables Services,Burlington,CO,Kit Carson,80807,39.3383,-102.3533,IPP Non-CHP,eia_860_2024
57245,Solar Photovoltaic Project #26,Southern California Edison Co,Rialto,CA,San Bernardino,92376,34.131214,-117.425324,Electric Utility,eia_860_2024
