plant_id,name,utility_name,city,state,county,zipcode,lat,lng,sector,source
1,Sand Point,"Sand Point Generating, LLC",Sand Point,AK,Aleutians East,99661,55.339722,-160.497222,Electric Utility,eia_860_2024
2,Bankhead Dam,Alabama Power Co,Northport,AL,Tuscaloosa,35476,33.458665,-87.356823,Electric Utility,eia_860_2024
3,Barry,Alabama Power Co,Bucks,AL,Mobile,36512,31.0069,-88.0103,Electric Utility,eia_860_2024
4,Walter Bouldin Dam,Alabama Power Co,Wetumpka,AL,Elmore,36092,32.583889,-86.283056,Electric Utility,eia_860_2024
7,Gadsden,Alabama Power Co,Gadsden,AL,Etowah,35903,34.0128,-85.9708,Electric Utility,eia_860_2024
8,Gorgas,Alabama Power Co,Parrish,AL,Walker,35580,33.644344,-87.196486,Electric Utility,eia_860_2024
9,Copper,El Paso Electric Co,El Paso,TX,El Paso,79915,31.7569,-106.375,Electric Utility,eia_860_2024
10,Greene County,Alabama Power Co,Demopolis,AL,Greene,36732,32.6017,-87.7811,Electric Utility,eia_860_2024
11,H Neely Henry Dam,Alabama Power Co,Ohatchee,AL,Calhoun,36271,33.7845,-86.0524,Electric Utility,eia_860_2024
12,Holt Dam,Alabama Power Co,Tuscaloosa,AL,Tuscaloosa,35476,33.2553,-87.4495,Electric Utility,eia_860_2024
13,Jordan Dam,Alabama Power Co,Wetumpka,AL,Elmore,36092,32.6189,-86.2548,Electric Utility,eia_860_2024
14,Logan Martin Dam,Alabama Power Co,Vincent,AL,Talladega,35178,33.425878,-86.337547,Electric Utility,eia_860_2024
15,Lay Dam,Alabama Power Co,Clanton,AL,Chilton,35045,32.9633,-86.5187,Electric Utility,eia_860_2024
16,Martin Dam,Alabama Power Co,Dadeville,AL,Elmore,36078,32.680394,-85.911442,Electric Utility,eia_860_2024
17,Mitchell Dam,Alabama Power Co,Verbena,AL,Coosa,36091,32.806025,-86.444892,Electric Utility,eia_860_2024
18,Lewis Smith Dam,Alabama Power Co,Jasper,AL,Walker,35501,33.9406,-87.1077,Electric Utility,eia_860_2024
19,Thurlow Dam,Alabama Power Co,Tallassee,AL,Elmore,36078,32.535436,-85.887614,Electric Utility,eia_860_2024
20,Weiss Dam,Alabama Power Co,Leesburg,AL,Cherokee,35983,34.172142,-85.753806,Electric Utility,eia_860_2024
21,Yates Dam,Alabama Power Co,Tallassee,AL,Elmore,36078,32.5743,-85.8901,Electric Utility,eia_860_2024
26,E C Gaston,Alabama Power Co,Wilsonville,AL,Shelby,35186,33.244211,-86.458056,Electric Utility,eia_860_2024
30,Madelia,City of Madelia - (MN),City of Madelia,MN,Watonwan,56062,44.0501,-94.4178,Electric Utility,eia_860_2024
34,Rollins,Nevada Irrigation District,Colfax,CA,Placer,95713,39.134259,-120.953341,IPP Non-CHP,eia_860_2024
38,Millers Ferry,USCE-Mobile District,Camden,AL,Wilcox,36726,32.100881,-87.399767,Electric Utility,eia_860_2024
46,Browns Ferry,Tennessee Valley Authority,Decatur,AL,Limestone,35609,34.7042,-87.1189,Electric Utility,eia_860_2024
47,Colbert,Tennessee Valley Authority,Tuscumbia,AL,Colbert,35674,34.7439,-87.8486,Electric Utility,eia_860_2024
48,Guntersville,Tennessee Valley Authority,Guntersville,AL,Marshall,35976,34.421272,-86.393931,Electric Utility,eia_860_2024
49,Wheeler Dam,Tennessee Valley Authority,Town Creek,AL,Lawrence,35672,34.8069,-87.3819,Electric Utility,eia_860_2024
50,Widows Creek,Tennessee Valley Authority,Stevenson,AL,Jackson,35772,34.883022,-85.755253,Electric Utility,eia_860_2024
51,Dolet Hills,Cleco Power LLC,Mansfield,LA,DeSoto,71052,32.030556,-93.569167,Electric Utility,eia_860_2024
53,Gantt,PowerSouth Energy Cooperative,Andalusia,AL,Covington,36421,31.4033,-86.479469,Electric Utility,eia_860_2024
54,J K Smith,"East Kentucky Power Coop, Inc",Winchester,KY,Clark,40391,37.8833,-84.1017,Electric Utility,eia_860_2024
55,Point A,PowerSouth Energy Cooperative,Andalusia,AL,Covington,36421,31.361146,-86.518307,Electric Utility,eia_860_2024
56,Lowman Energy Center,PowerSouth Energy Cooperative,Leroy,AL,Washington,36548,31.488019,-87.910747,Electric Utility,eia_860_2024
59,Platte,City of Grand Island - (NE),Grand Island,NE,Hall,68801,40.854765,-98.348222,Electric Utility,eia_860_2024
60,Whelan Energy Center,City of Hastings - (NE),Hastings,NE,Adams,68902,40.580872,-98.312437,Electric Utility,eia_860_2024
62,Annex Creek,Alaska Electric Light & Power Co.,Juneau,AK,Juneau,99801,58.3176,-134.101,Electric Utility,eia_860_2024
63,Gold Creek,Alaska Electric Light & Power Co.,Juneau,AK,Juneau,99801,58.3107,-134.4174,Electric Utility,eia_860_2024
64,Lemon Creek,Alaska Electric Light & Power Co.,Juneau,AK,Juneau,99801,58.3536,-134.4953,Electric Utility,eia_860_2024
65,Salmon Creek 1,Alaska Electric Light & Power Co.,Juneau,AK,Juneau,99801,58.3269,-134.4631,Electric Utility,eia_860_2024
66,Skagway,Alaska Power and Telephone Co,Skagway,AK,Skagway Hoonah Angoon,99840,59.4545,-135.3131,Electric Utility,eia_860_2024
69,Haines,Alaska Power and Telephone Co,Haines,AK,Haines,99927,59.235931,-135.446228,Electric Utility,eia_860_2024
70,Swan Lake,Southeast Alaska Power Agency,Ketchikan,AK,Ketchikan Gateway,99901,55.615208,-131.356111,Commercial Non-CHP,eia_860_2024
71,Terror Lake Microgrid,Kodiak Electric Assn Inc,Kodiak,AK,Kodiak Island,99615,57.6861,-152.895,Electric Utility,eia_860_2024
72,Venice Hydro,Metropolitan Water District of S CA,Culver City,CA,Los Angeles,90230,34.01135,-118.4168,Electric Utility,eia_860_2024
75,Hank Nikkels Plant 1,Chugach Electric Assn Inc,Anchorage,AK,Anchorage,99501,61.2221,-149.8661,Electric Utility,eia_860_2024
77,Eklutna Hydro Project,Chugach Electric Assn Inc,Palmer,AK,Matanuska Susitna,99645,61.475211,-149.15009,Electric Utility,eia_860_2024
78,Snettisham,Alaska Electric Light & Power Co.,Juneau,AK,Juneau,99801,58.1415,-133.737,Electric Utility,eia_860_2024
79,Chena Power Plant,Aurora Energy LLC,Fairbanks,AK,Fairbanks North Star,99701,64.847743,-147.735063,IPP CHP,eia_860_2024
84,Ketchikan,Ketchikan Public Utilities,Ketchikan,AK,Ketchikan Gateway,99901,55.344641,-131.633425,Electric Utility,eia_860_2024
85,S W Bailey,Ketchikan Public Utilities,Ketchikan,AK,Ketchikan Gateway,99901,55.357397,-131.69696,Electric Utility,eia_860_2024
87,Escalante,"Tri-State G & T Assn, Inc",Prewitt,NM,McKinley,87045,35.4159,-108.082,Electric Utility,eia_860_2024
88,Ashokan,New York Power Authority,Kingston,NY,Ulster,12401,41.949,-74.2063,Electric Utility,eia_860_2024
90,Snake River,Nome Joint Utility Systems,Nome,AK,Nome,99762,64.505331,-165.429814,Electric Utility,eia_860_2024
91,Petersburg,Petersburg Borough - (AK),Petersburg,AK,Wrangell Petersburg,99833,56.81104,-132.957091,Electric Utility,eia_860_2024
92,Seward (AK),City of Seward - (AK),Seward,AK,Kenai Peninsula,99664,60.130922,-149.43501,Electric Utility,eia_860_2024
93,Blue Lake Hydro,City & Borough of Sitka - (AK),Sitka,AK,Sitka,99835,57.0516,-135.2297,Electric Utility,eia_860_2024
95,Wrangell,City of Wrangell - (AK),Wrangell,AK,Wrangell Petersburg,99929,56.460976,-132.379439,Electric Utility,eia_860_2024
96,Beluga,Chugach Electric Assn Inc,Beluga,AK,Kenai Peninsula,99682,61.1861,-151.0356,Electric Utility,eia_860_2024
99,Frederickson,Puget Sound Energy Inc,Tacoma,WA,Pierce,98446,47.079722,-122.365,Electric Utility,eia_860_2024
100,South Consolidated,Salt River Project,Phoenix,AZ,Maricopa,85072,33.466477,-111.781064,Electric Utility,eia_860_2024
104,J S Eastwood,Southern California Edison Co,Shaver Lake,CA,Fresno,93664,37.147926,-119.2567,Electric Utility,eia_860_2024
108,Holcomb,Sunflower Electric Power Corp,Holcomb,KS,Finney,67851,37.9308,-100.9725,Electric Utility,eia_860_2024
109,Dillingham,"Nushagak Electric Coop, Inc",Dillingham,AK,Dillingham,99576,59.042914,-158.468597,Electric Utility,eia_860_2024
112,Childs,Arizona Public Service Co,Camp Verde,AZ,Yavapai,85544,34.351111,-111.700556,Electric Utility,eia_860_2024
113,Cholla,Arizona Public Service Co,Joseph City,AZ,Navajo,86032,34.9394,-110.3033,Electric Utility,eia_860_2024
114,Douglas,Arizona Public Service Co,Douglas,AZ,Cochise,85607,31.364122,-109.5538,Electric Utility,eia_860_2024
115,Irving,Arizona Public Service Co,Camp Verde,AZ,Yavapai,86322,34.402222,-111.617222,Electric Utility,eia_860_2024
116,Ocotillo,Arizona Public Service Co,Tempe,AZ,Maricopa,85281,33.4225,-111.9122,Electric Utility,eia_860_2024
117,West Phoenix,Arizona Public Service Co,Phoenix,AZ,Maricopa,85043,33.4417,-112.1583,Electric Utility,eia_860_2024
118,Saguaro,Arizona Public Service Co,Red Rock,AZ,Pinal,85245,32.5517,-111.3,Electric Utility,eia_860_2024
120,Yucca,Arizona Public Service Co,Yuma,AZ,Yuma,85364,32.7214,-114.7106,Electric Utility,eia_860_2024
124,Demoss Petrie,Tucson Electric Power Co,Tucson,AZ,Pima,85705,32.252273,-110.992148,Electric Utility,eia_860_2024
126,H Wilson Sundt Generating Station,Tucson Electric Power Co,Tucson,AZ,Pima,85714,32.16,-110.9047,Electric Utility,eia_860_2024
130,Cross,South Carolina Public Service Authority,Cross,SC,Berkeley,29436,33.371506,-80.113235,Electric Utility,eia_860_2024
136,Seminole (FL),Seminole Electric Cooperative Inc,Palatka,FL,Putnam,32708,29.733056,-81.632778,Electric Utility,eia_860_2024
141,Agua Fria,Salt River Project,Glendale,AZ,Maricopa,85303,33.5561,-112.2153,Electric Utility,eia_860_2024
143,Crosscut,Salt River Project,Tempe,AZ,Maricopa,85281,33.439375,-111.946052,Electric Utility,eia_860_2024
145,Horse Mesa,Salt River Project,Apache Junction,AZ,Maricopa,85119,33.5907,-111.344,Electric Utility,eia_860_2024
147,Kyrene,Salt River Project,Tempe,AZ,Maricopa,85283,33.3556,-111.9353,Electric Utility,eia_860_2024
148,Mormon Flat,Salt River Project,Apache Junction,AZ,Maricopa,85119,33.5536,-111.4431,Electric Utility,eia_860_2024
149,Roosevelt,Salt River Project,Roosevelt,AZ,Maricopa,85545,33.671104,-111.161786,Electric Utility,eia_860_2024
150,Stewart Mountain,Salt River Project,Phoenix,AZ,Maricopa,85072,33.5661,-111.536,Electric Utility,eia_860_2024
151,McClure,Modesto Irrigation District,Modesto,CA,Stanislaus,95354,37.62936,-120.93139,Electric Utility,eia_860_2024
152,Davis Dam,U S Bureau of Reclamation,Kingman,AZ,Mohave,86430,35.197044,-114.570669,Electric Utility,eia_860_2024
153,Glen Canyon Dam,U S Bureau of Reclamation,Page,AZ,Coconino,86040,36.936614,-111.483872,Electric Utility,eia_860_2024
154,Hoover Dam (NV),U S Bureau of Reclamation,Boulder City,NV,Clark,89006,36.01551,-114.738006,Electric Utility,eia_860_2024
159,Lake Creek Dam,Heber Light & Power Company,Heber City,UT,Wasatch,84032,40.493631,-111.312506,Electric Utility,eia_860_2024
160,Apache Station,Arizona Electric Pwr Coop Inc,Cochise,AZ,Cochise,85606,32.0603,-109.8931,Electric Utility,eia_860_2024
161,Turlock Lake,Turlock Irrigation District,Hickman,CA,Stanislaus,95323,37.611461,-120.594678,Electric Utility,eia_860_2024
162,Hickman,Turlock Irrigation District,Hickman,CA,Stanislaus,95323,37.621536,-120.746247,Electric Utility,eia_860_2024
164,Big Pine,Utility Board of Key West City,Big Pine Key,FL,Monroe,33041,24.579167,-81.685,Electric Utility,eia_860_2024
165,GREC,Grand River Dam Authority,Chouteau,OK,Mayes,74337,36.190278,-95.2894,Electric Utility,eia_860_2024
166,Carpenter,Entergy Arkansas LLC,Hot Springs,AR,Garland,71901,34.4425,-93.0262,Electric Utility,eia_860_2024
167,Cecil Lynch,Entergy Arkansas LLC,North Little Rock,AR,Pulaski,72117,34.7535,-92.1987,Electric Utility,eia_860_2024
168,Hamilton Moses,Entergy Arkansas LLC,Forrest City,AR,St Francis,72335,34.9806,-90.8722,Electric Utility,eia_860_2024
169,Harvey Couch,Entergy Arkansas LLC,Stamps,AR,Lafayette,71860,33.3592,-93.4649,Electric Utility,eia_860_2024
170,Lake Catherine,Entergy Arkansas LLC,Jones Mill,AR,Hot Spring,72105,34.4341,-92.9049,Electric Utility,eia_860_2024
171,Mabelvale,Entergy Arkansas LLC,Mabelvale,AR,Pulaski,72103,34.635997,-92.409602,Electric Utility,eia_860_2024
172,Osceola (AR),City of Osceola - (AR),Osceola,AR,Mississippi,72370,35.705381,-89.9689,Electric Utility,eia_860_2024
173,Robert E Ritchie,Entergy Arkansas LLC,Helena,AR,Phillips,72342,34.4629,-90.5987,Electric Utility,eia_860_2024
174,Remmel,Entergy Arkansas LLC,Malvern,AR,Hot Spring,72104,34.4272,-92.8941,Electric Utility,eia_860_2024
180,Volta 2,Pacific Gas & Electric Co.,Manton,CA,Shasta,96059,40.45193,-121.86215,Electric Utility,eia_860_2024
182,Beaver Dam (AR),USCE-Little Rock District,Eureka Springs,AR,Carroll,72631,36.421507,-93.847373,Electric Utility,eia_860_2024
187,Degray,USCE -Vickburg District,Arkadelphia,AR,Clark,71923,34.211913,-93.110963,Electric Utility,eia_860_2024
188,Greers Ferry Lake,USCE-Little Rock District,Heber Springs,AR,Cleburne,72543,35.5207,-91.9953,Electric Utility,eia_860_2024
192,Paragould,Paragould Municipal Utilities,Paragould,AR,Greene,72450,36.060556,-90.521389,Electric Utility,eia_860_2024
193,Municipal Light,City of Piggott - (AR),Piggott,AR,Clay,72454,36.3858,-90.1867,Electric Utility,eia_860_2024
195,Narrows (AR),USCE -Vickburg District,Murfreesboro,AR,Pike,71958,34.148427,-93.715168,Electric Utility,eia_860_2024
196,Norfork,USCE-Little Rock District,Salesville,AR,Baxter,72653,36.2491,-92.2401,Electric Utility,eia_860_2024
197,Blakely Mountain,USCE -Vickburg District,Royal,AR,Garland,71968,34.570984,-93.194425,Electric Utility,eia_860_2024
198,Bull Shoals,USCE-Little Rock District,Mountain Home,AR,Marion,72653,36.3635,-92.5763,Electric Utility,eia_860_2024
199,Dardanelle,USCE-Little Rock District,Dardanelle,AR,Pope,72834,35.2503,-93.1686,Electric Utility,eia_860_2024
201,Thomas Fitzhugh,Arkansas Electric Coop Corp,Ozark,AR,Franklin,72949,35.462382,-93.804926,Electric Utility,eia_860_2024
202,Carl Bailey,Arkansas Electric Coop Corp,Augusta,AR,Woodruff,72006,35.260102,-91.363426,Electric Utility,eia_860_2024
203,McClellan (AR),Arkansas Electric Coop Corp,Camden,AR,Ouachita,71701,33.5648,-92.7917,Electric Utility,eia_860_2024
204,Clinton Power Station,Constellation Nuclear,Clinton,IL,DeWitt,61727,40.1719,-88.8339,IPP Non-CHP,eia_860_2024
207,St Johns River Power Park,JEA,Jacksonville,FL,Duval,32226,30.4308,-81.5508,Electric Utility,eia_860_2024
210,Wolf Creek Generating Station,Wolf Creek Nuclear Optg Corp,Burlington,KS,Coffey,66839,38.23926,-95.68978,Electric Utility,eia_860_2024
214,Alta Powerhouse,Pacific Gas & Electric Co.,Alta,CA,Placer,95701,39.215979,-120.80355,Electric Utility,eia_860_2024
215,Angels,Utica Water & Power Authority,Angels Camp,CA,Calaveras,95222,38.071944,-120.539444,IPP Non-CHP,eia_860_2024
217,Balch 1,Pacific Gas & Electric Co.,Balch Camp,CA,Fresno,93649,36.909137,-119.087712,Electric Utility,eia_860_2024
218,Balch 2,Pacific Gas & Electric Co.,Balch Camp,CA,Fresno,93649,36.908907,-119.087556,Electric Utility,eia_860_2024
219,Belden,Pacific Gas & Electric Co.,Belden,CA,Plumas,95915,40.007445,-121.249438,Electric Utility,eia_860_2024
220,Bucks Creek,Pacific Gas & Electric Co.,Storrie,CA,Plumas,95980,39.91062,-121.327692,Electric Utility,eia_860_2024
221,Butt Valley,Pacific Gas & Electric Co.,Belden,CA,Plumas,95956,40.175656,-121.190663,Electric Utility,eia_860_2024
222,Caribou 1,Pacific Gas & Electric Co.,Belden,CA,Plumas,95956,40.085476,-121.148241,Electric Utility,eia_860_2024
223,Caribou 2,Pacific Gas & Electric Co.,Belden,CA,Plumas,95956,40.085997,-121.149373,Electric Utility,eia_860_2024
224,Centerville PH,Pacific Gas & Electric Co.,Chico,CA,Butte,95927,39.788877,-121.657383,Electric Utility,eia_860_2024
225,Chili Bar,Sacramento Municipal Util Dist,Placerville,CA,El Dorado,95667,38.771764,-120.813239,Electric Utility,eia_860_2024
226,Coal Canyon,Pacific Gas & Electric Co.,Oroville,CA,Butte,95965,39.605043,-121.600525,Electric Utility,eia_860_2024
227,Coleman PH,Pacific Gas & Electric Co.,Anderson,CA,Shasta,96022,40.404645,-122.121904,Electric Utility,eia_860_2024
229,Cow Creek,Pacific Gas & Electric Co.,Millville,CA,Shasta,96062,40.570817,-122.02093,Electric Utility,eia_860_2024
231,Cresta,Pacific Gas & Electric Co.,Storrie,CA,Butte,95980,39.825907,-121.409687,Electric Utility,eia_860_2024
232,De Sabla,Pacific Gas & Electric Co.,Magalia,CA,Butte,95954,39.869265,-121.631819,Electric Utility,eia_860_2024
233,Deer Creek PH,Nevada Irrigation District,Nevada City,CA,Nevada,95959,39.29807,-120.8443,IPP Non-CHP,eia_860_2024
235,Drum 1,Pacific Gas & Electric Co.,Alta,CA,Placer,95701,39.256873,-120.767437,Electric Utility,eia_860_2024
236,Drum 2,Pacific Gas & Electric Co.,Alta,CA,Placer,95701,39.257388,-120.767046,Electric Utility,eia_860_2024
237,Dutch Flat,Pacific Gas & Electric Co.,Alta,CA,Placer,95701,39.216985,-120.835587,Electric Utility,eia_860_2024
238,El Dorado,El Dorado Irrigation District,Pollock Pines,CA,El Dorado,95667,38.793574,-120.619152,Electric Utility,eia_860_2024
239,Electra,Pacific Gas & Electric Co.,Jackson,CA,Amador,95642,38.330985,-120.669901,Electric Utility,eia_860_2024
240,Haas,Pacific Gas & Electric Co.,Balch Camp,CA,Fresno,93649,36.927424,-119.02025,Electric Utility,eia_860_2024
241,Halsey,Pacific Gas & Electric Co.,Auburn,CA,Placer,95603,38.956985,-121.041932,Electric Utility,eia_860_2024
242,Hamilton Branch,Pacific Gas & Electric Co.,Peninsula Village,CA,Plumas,96137,40.268712,-121.089479,Electric Utility,eia_860_2024
243,Hat Creek 1,Pacific Gas & Electric Co.,Burney,CA,Shasta,96013,40.929297,-121.544462,Electric Utility,eia_860_2024
244,Hat Creek 2,Pacific Gas & Electric Co.,Burney,CA,Shasta,96013,40.960675,-121.548657,Electric Utility,eia_860_2024
246,Humboldt Bay,Pacific Gas & Electric Co.,Eureka,CA,Humboldt,95503,40.7415,-124.2103,Electric Utility,eia_860_2024
247,Hunters Point,Pacific Gas & Electric Co.,San Francisco,CA,San Francisco,94124,37.733611,-122.389722,Electric Utility,eia_860_2024
248,Inskip,Pacific Gas & Electric Co.,Manton,CA,Tehama,96059,40.400988,-121.965502,Electric Utility,eia_860_2024
249,James B Black,Pacific Gas & Electric Co.,Big Bend,CA,Shasta,96065,40.992295,-121.975182,Electric Utility,eia_860_2024
250,Kerckhoff,Pacific Gas & Electric Co.,Auberry,CA,Fresno,93602,37.092486,-119.552826,Electric Utility,eia_860_2024
253,Kilarc,Pacific Gas & Electric Co.,Whitmore,CA,Shasta,96096,40.677827,-121.873253,Electric Utility,eia_860_2024
254,Kings River PH,Pacific Gas & Electric Co.,Balch Camp,CA,Fresno,93649,36.888166,-119.158777,Electric Utility,eia_860_2024
255,Lime Saddle,Pacific Gas & Electric Co.,Oroville,CA,Butte,95965,39.698755,-121.57096,Electric Utility,eia_860_2024
258,Merced Falls,Merced Irrigation District,Snelling,CA,Merced,95369,37.52301,-120.329905,IPP Non-CHP,eia_860_2024
260,Dynegy Moss Landing Power Plant Hybrid,Dynegy -Moss Landing LLC,Moss Landing,CA,Monterey,95039,36.804837,-121.782241,IPP Non-CHP,eia_860_2024
261,Murphys,Utica Water & Power Authority,Murphys,CA,Calaveras,95247,38.147093,-120.446396,IPP Non-CHP,eia_860_2024
262,Narrows PH,Yuba County Water Agency,Grass Valley,CA,Nevada,95945,39.2364,-121.271741,Electric Utility,eia_860_2024
264,Phoenix,Pacific Gas & Electric Co.,Sonora,CA,Tuolumne,95370,38.032103,-120.326537,Electric Utility,eia_860_2024
265,Pit 1,Pacific Gas & Electric Co.,Burney,CA,Shasta,96013,40.99084,-121.498243,Electric Utility,eia_860_2024
266,Pit 3,Pacific Gas & Electric Co.,Burney,CA,Shasta,96013,40.997448,-121.748139,Electric Utility,eia_860_2024
267,Pit 4,Pacific Gas & Electric Co.,Big Bend,CA,Shasta,96011,40.986361,-121.84944,Electric Utility,eia_860_2024
268,Pit 5,Pacific Gas & Electric Co.,Big Bend,CA,Shasta,96011,40.986197,-121.977594,Electric Utility,eia_860_2024
269,Pit 6,Pacific Gas & Electric Co.,Montgomery Creek,CA,Shasta,96065,40.922568,-121.992906,Electric Utility,eia_860_2024
270,Pit 7,Pacific Gas & Electric Co.,Montgomery Creek,CA,Shasta,96065,40.847462,-121.990798,Electric Utility,eia_860_2024
272,Poe,Pacific Gas & Electric Co.,Storrie,CA,Butte,95980,39.722892,-121.469814,Electric Utility,eia_860_2024
274,Potter Valley,Pacific Gas & Electric Co.,Potter Valley,CA,Mendocino,95469,39.361786,-123.127934,Electric Utility,eia_860_2024
275,Rock Creek,Pacific Gas & Electric Co.,Storrie,CA,Plumas,95980,39.90521,-121.345226,Electric Utility,eia_860_2024
276,San Joaquin 2,Pacific Gas & Electric Co.,North Fork,CA,Madera,93643,37.203233,-119.497508,Electric Utility,eia_860_2024
277,San Joaquin 3,Pacific Gas & Electric Co.,North Fork,CA,Madera,93643,37.253718,-119.519352,Electric Utility,eia_860_2024
279,Salt Springs,Pacific Gas & Electric Co.,Pioneer,CA,Amador,95666,38.497914,-120.21811,Electric Utility,eia_860_2024
280,South,Pacific Gas & Electric Co.,Manton,CA,Tehama,96059,40.395396,-121.879186,Electric Utility,eia_860_2024
281,Spaulding 1,Pacific Gas & Electric Co.,Emigrant Gap,CA,Nevada,95715,39.324613,-120.644807,Electric Utility,eia_860_2024
282,Spaulding 2,Pacific Gas & Electric Co.,Emigrant Gap,CA,Nevada,95715,39.324592,-120.645375,Electric Utility,eia_860_2024
283,Spaulding 3,Pacific Gas & Electric Co.,Emigrant Gap,CA,Nevada,95715,39.337679,-120.635467,Electric Utility,eia_860_2024
284,Spring Gap,Pacific Gas & Electric Co.,Long Barn,CA,Tuolumne,95335,38.18653,-120.11168,Electric Utility,eia_860_2024
285,Stanislaus,Pacific Gas & Electric Co.,Vallecito,CA,Tuolumne,95251,38.139048,-120.370325,Electric Utility,eia_860_2024
286,Geysers Unit 5-20,Geysers Power Co LLC,Middletown,CA,Sonoma,95461,38.777,-122.745,IPP Non-CHP,eia_860_2024
287,Tiger Creek,Pacific Gas & Electric Co.,Pioneer,CA,Amador,95666,38.449291,-120.492645,Electric Utility,eia_860_2024
289,Tule River,Tule Hydro LLC ,Springville,CA,Tulare,93265,36.163076,-118.707104,Electric Utility,eia_860_2024
290,Volta 1,Pacific Gas & Electric Co.,Manton,CA,Shasta,96059,40.459111,-121.86708,Electric Utility,eia_860_2024
291,West Point PH,Pacific Gas & Electric Co.,Pioneer,CA,Amador,95666,38.420898,-120.549572,Electric Utility,eia_860_2024
292,Wise,Pacific Gas & Electric Co.,Auburn,CA,Placer,95603,38.889862,-121.098525,Electric Utility,eia_860_2024
293,A G Wishon,Pacific Gas & Electric Co.,North Fork,CA,Madera,93643,37.15105,-119.504724,Electric Utility,eia_860_2024
294,Copco 1,PacifiCorp,Hornbrook,CA,Siskiyou,96044,41.978914,-122.335317,Electric Utility,eia_860_2024
295,Copco 2,PacifiCorp,Hornbrook,CA,Siskiyou,96044,41.975716,-122.358127,Electric Utility,eia_860_2024
296,Fall Creek,PacifiCorp,Hornbrook,CA,Siskiyou,96044,41.985605,-122.360455,Electric Utility,eia_860_2024
297,Iron Gate,PacifiCorp,Hornbrook,CA,Siskiyou,96044,41.932981,-122.43678,Electric Utility,eia_860_2024
298,Limestone,NRG Texas Power LLC,Jewett,TX,Limestone,75846,31.4219,-96.2525,IPP Non-CHP,eia_860_2024
299,Blundell,PacifiCorp,Milford,UT,Beaver,84751,38.4889,-112.8533,Electric Utility,eia_860_2024
309,Silver Gate,San Diego Gas & Electric Co,,CA,San Diego,92113,32.697222,-117.114722,Electric Utility,eia_860_2024
312,Refuse & Coal,City of Columbus - (OH),COLUMBUS,OH,Franklin,43223,39.902222,-83.024444,Electric Utility,eia_860_2024
313,Green Lake,City & Borough of Sitka - (AK),Sitka,AK,Sitka,99835,56.986284,-135.12275,Electric Utility,eia_860_2024
314,Drop 5 (CA),Imperial Irrigation District,Calexico,CA,Imperial,92231,32.673097,-115.392026,Electric Utility,eia_860_2024
315,AES Alamitos LLC,AES Alamitos LLC,Long Beach,CA,Los Angeles,90803,33.7688,-118.1009,IPP Non-CHP,eia_860_2024
316,Sepulveda Canyon,Metropolitan Water District of S CA,Los Angeles,CA,Los Angeles,90049,34.0969,-118.4795,Electric Utility,eia_860_2024
317,Big Creek 1,Southern California Edison Co,Big Creek,CA,Fresno,93605,37.2042,-119.2396,Electric Utility,eia_860_2024
318,Big Creek 2,Southern California Edison Co,Auberry,CA,Fresno,93605,37.2,-119.3069,Electric Utility,eia_860_2024
319,Big Creek 3,Southern California Edison Co,Auberry,CA,Fresno,93602,37.148517,-119.386623,Electric Utility,eia_860_2024
320,Big Creek 4,Southern California Edison Co,North Fork,CA,Madera,93643,37.139,-119.4898,Electric Utility,eia_860_2024
321,Big Creek 8,Southern California Edison Co,Auberry,CA,Fresno,93605,37.2096,-119.3289,Electric Utility,eia_860_2024
322,Big Creek 2A,Southern California Edison Co,Auberry,CA,Fresno,93605,37.200062,-119.30681,Electric Utility,eia_860_2024
323,Bishop Creek 2,Southern California Edison Co,Bishop,CA,Inyo,93514,37.273581,-118.573339,Electric Utility,eia_860_2024
324,Bishop Creek 3,Southern California Edison Co,Bishop,CA,Inyo,93514,37.301962,-118.531957,Electric Utility,eia_860_2024
325,Bishop Creek 4,Southern California Edison Co,Bishop,CA,Inyo,93514,37.323035,-118.501714,Electric Utility,eia_860_2024
326,Bishop Creek 5,Southern California Edison Co,Bishop,CA,Inyo,93514,37.3344,-118.4797,Electric Utility,eia_860_2024
327,Bishop Creek 6,Southern California Edison Co,Bishop,CA,Inyo,93514,37.3499,-118.4628,Electric Utility,eia_860_2024
328,Borel,Southern California Edison Co,Lake Isabella,CA,Kern,93240,35.588069,-118.524804,Electric Utility,eia_860_2024
332,Fontana,Southern California Edison Co,Rialto,CA,San Bernardino,92336,34.155162,-117.397119,Electric Utility,eia_860_2024
335,AES Huntington Beach LLC,AES Huntington Beach LLC,Huntington Beach,CA,Orange,92646,33.6439,-117.9792,IPP Non-CHP,eia_860_2024
336,Kaweah 2,Southern California Edison Co,Three Rivers,CA,Tulare,93271,36.461326,-118.87988,Electric Utility,eia_860_2024
337,Kaweah 1,Southern California Edison Co,Three Rivers,CA,Tulare,93271,36.465066,-118.862023,Electric Utility,eia_860_2024
338,Kaweah 3,Southern California Edison Co,Three Rivers,CA,Tulare,93271,36.486059,-118.835645,Electric Utility,eia_860_2024
339,Kern River 3,Southern California Edison Co,Kernville,CA,Kern,93238,35.776185,-118.436233,Electric Utility,eia_860_2024
340,Kern River 1,Southern California Edison Co,Bakersfield,CA,Kern,93301,35.460303,-118.77959,Electric Utility,eia_860_2024
