plant_id,plant_name,utility_name,state,county,generator_id,status,technology
58145,Williamstown Solar,CVI CleanCapital Solar 1 LLC,VT,Orange,WTS_1,OP,Solar Photovoltaic
58147,Prescott Solar Plant,"SunE AZ1, LLC",AZ,Yavapai,PV1,OP,Solar Photovoltaic
58148,RE Kansas South LLC,RE Kansas South LLC,CA,Kings,KS,OP,Solar Photovoltaic
58149,TA-High Desert LLC,TA-High Desert LLC,CA,Los Angeles,TAHD,OP,Solar Photovoltaic
58150,Black Cap Solar Plant,PacifiCorp,OR,Lake,1,OP,Solar Photovoltaic
58164,Slayton Solar,Ecos Energy LLC,MN,Murray,PV1,OP,Solar Photovoltaic
58169,CSUF Trigeneration,California State University at Fullerton,CA,Orange,CPAC,OP,Solar Photovoltaic
58169,CSUF Trigeneration,California State University at Fullerton,CA,Orange,KHS,OP,Solar Photovoltaic
58169,CSUF Trigeneration,California State University at Fullerton,CA,Orange,NPS,OP,Solar Photovoltaic
58169,CSUF Trigeneration,California State University at Fullerton,CA,Orange,PS4,OP,Solar Photovoltaic
58169,CSUF Trigeneration,California State University at Fullerton,CA,Orange,PS5,OP,Solar Photovoltaic
58169,CSUF Trigeneration,California State University at Fullerton,CA,Orange,SCPS,OP,Solar Photovoltaic
58171,Prairie Fire,Tucson Electric Power Co,AZ,Pima,GEN1,OP,Solar Photovoltaic
58173,BMW Manufacturing Co,BMW Manufacturing Co LLC,SC,Spartanburg,ZENPV,OP,Solar Photovoltaic
58174,Wilson Solar (MA),Consolidated Edison Solutions Inc.,MA,Worcester,WSMA,OP,Solar Photovoltaic
58178,M. G. Emmett J. Bean Federal Center,U.S. General Services Administration,IN,Marion,1,OP,Solar Photovoltaic
58187,180 Raritan Solar,"180 Raritan Energy Solutions, LLC",NJ,Middlesex,1,OP,Solar Photovoltaic
58202,RE Victor Phelan Solar One LLC,MN8 Energy LLC,CA,San Bernardino,VPS1,OP,Solar Photovoltaic
58204,Grassland 3&4 Solar Project,Yolo County of,CA,Yolo,INV3,OP,Solar Photovoltaic
58206,West Gates Solar Station,Pacific Gas & Electric Co.,CA,Fresno,1,OP,Solar Photovoltaic
58210,NFM Solar Power LLC,"FirstLight Power Resources, Inc. - MA",MA,Franklin,1,OP,Solar Photovoltaic
58213,Saddle Mountain Solar I,"SunE AZ2, LLC",AZ,Maricopa,AZ2,OP,Solar Photovoltaic
58214,West Greenwich Solar,Consolidated Edison Development Inc.,RI,Kent,WGRI,OP,Solar Photovoltaic
58217,Grassland 1&2 Solar Project,Yolo County of,CA,Yolo,INV4,OP,Solar Photovoltaic
58227,SEPV9 Power Plant,Duke Energy Renewables Services,CA,San Bernardino,SPV9,OP,Solar Photovoltaic
58228,Milford Solar Farm,Milford Solar LLC,DE,Kent,GEN1,OP,Solar Photovoltaic
58231,Lincoln Financial Field,NRG Energy Center Eagles LLC,PA,Philadelphia,GEN1,OP,Solar Photovoltaic
58232,Tahquitz High School,AES Distributed Energy,CA,Riverside,TAHQ,OP,Solar Photovoltaic
58234,SEPV 8,Duke Energy Renewables Services,CA,San Bernardino,SPV8,OP,Solar Photovoltaic
58236,Marshalltown Generating Station,Interstate Power and Light Co,IA,Marshall,PV1,OP,Solar Photovoltaic
58239,Kent County-Kennedyville,Terraform Arcadia,MD,Kent,PVKV,OP,Solar Photovoltaic
58240,Kit Carson,Terraform Arcadia,NM,Taos,PV_KC,OP,Solar Photovoltaic
58241,Rock Hall,Terraform Arcadia,MD,Kent,RCKHL,OP,Solar Photovoltaic
58243,Kent County - Worton Complex,Terraform Arcadia,MD,Kent,WRTN,OP,Solar Photovoltaic
58244,West Valley High School Solar,AES Distributed Energy,CA,Riverside,WEST,OP,Solar Photovoltaic
58248,Pierce College,Los Angeles Community College District,CA,Los Angeles,GEN1,OP,Solar Photovoltaic
58249,VA Sepulveda Ambulatory Care Center,VA Sepulveda Ambulatory Care Center,CA,Los Angeles,GEN1,OP,Solar Photovoltaic
58253,CBS Television City,"Televison City Studios, LLC.",CA,Los Angeles,GEN1,OP,Solar Photovoltaic
58256,Los Alamos PV Site,Los Alamos County,NM,Los Alamos,1,OP,Solar Photovoltaic
58259,Kalaeloa Solar Two,"Altus Power America Management, LLC",HI,Honolulu,KAS2,OP,Solar Photovoltaic
58261,FAA NorCal TRACON,Enfinity NorCal 1 FAA LLC,CA,Sacramento,1,OP,Solar Photovoltaic
58262,Badger 1,Desert Sky Solar LLC,AZ,Maricopa,1,OP,Solar Photovoltaic
58270,Acushnet AD Makepeace,CleanCapital Holdings,MA,Plymouth,1,OP,Solar Photovoltaic
58271,Acushnet Hawes Reed Road,CleanCapital Holdings,MA,Bristol,1,OP,Solar Photovoltaic
58272,Easthampton Landfill-City of Easthampton,CleanCapital Holdings,MA,Hampshire,1,OP,Solar Photovoltaic
58273,South Robeson Farm,"USF Surry, LLC",NC,Robeson,SROB,OP,Solar Photovoltaic
58274,Raeford Farm,"SRE Utility Solar 1, LLC",NC,Hoke,RAEF,OP,Solar Photovoltaic
58275,Mass Midstate Solar 3,"Evergreen Wind, LLC",MA,Worcester,1,OP,Solar Photovoltaic
58276,Mass Midstate Solar 2,"Evergreen Wind, LLC",MA,Worcester,1,OP,Solar Photovoltaic
58279,Mass Midstate Solar 1,"Evergreen Wind, LLC",MA,Worcester,1,OP,Solar Photovoltaic
58280,Millbury Solar,"Evergreen Wind, LLC",MA,Worcester,1,OP,Solar Photovoltaic
58281,Lanikuhana Solar LLC,Lanikuhana Solar LLC,HI,Honolulu,1,OP,Solar Photovoltaic
58282,Leicester One MA Solar LLC,CVI CleanCapital Solar 1 LLC,MA,Worcester,1,OP,Solar Photovoltaic
58283,Freetown Solar,"Mass Solar, LLC",MA,Bristol,1,OP,Solar Photovoltaic
58289,Venable Solar 1,"Venable Solar, LLC",CA,Riverside,VNPV,OP,Solar Photovoltaic
58290,Venable Solar 2,"Venable Solar, LLC",CA,Riverside,VSPV,OP,Solar Photovoltaic
58292,Jewish Community Center PV,AES Distributed Energy,AZ,Maricopa,JCC,OP,Solar Photovoltaic
58293,Paradise Valley H.S. PV,AES Distributed Energy,AZ,Maricopa,PVH,OP,Solar Photovoltaic
58304,Kingsburg Solar,"Altus Power America Management, LLC",CA,Tulare,1,OP,Solar Photovoltaic
58304,Kingsburg Solar,"Altus Power America Management, LLC",CA,Tulare,2,OP,Solar Photovoltaic
58304,Kingsburg Solar,"Altus Power America Management, LLC",CA,Tulare,3,OP,Solar Photovoltaic
58305,PCIP Solar,Greenbacker Renewable Energy Corporation,NC,Person,PCIP,OP,Solar Photovoltaic
58306,Exeter Solar,"Altus Power America Management, LLC",CA,Tulare,1,OP,Solar Photovoltaic
58306,Exeter Solar,"Altus Power America Management, LLC",CA,Tulare,2,OP,Solar Photovoltaic
58306,Exeter Solar,"Altus Power America Management, LLC",CA,Tulare,3,OP,Solar Photovoltaic
58307,Ivanhoe Solar,"Altus Power America Management, LLC",CA,Tulare,1,OP,Solar Photovoltaic
58307,Ivanhoe Solar,"Altus Power America Management, LLC",CA,Tulare,2,OP,Solar Photovoltaic
58307,Ivanhoe Solar,"Altus Power America Management, LLC",CA,Tulare,3,OP,Solar Photovoltaic
58308,Lindsay Solar,"Altus Power America Management, LLC",CA,Tulare,1,OP,Solar Photovoltaic
58308,Lindsay Solar,"Altus Power America Management, LLC",CA,Tulare,3,OP,Solar Photovoltaic
58308,Lindsay Solar,"Altus Power America Management, LLC",CA,Tulare,4,OP,Solar Photovoltaic
58309,Porterville Solar,"Altus Power America Management, LLC",CA,Tulare,1,OP,Solar Photovoltaic
58309,Porterville Solar,"Altus Power America Management, LLC",CA,Tulare,2,OP,Solar Photovoltaic
58309,Porterville Solar,"Altus Power America Management, LLC",CA,Tulare,5,OP,Solar Photovoltaic
58311,Chadbourn Farm,"Strata Manager, LLC",NC,Columbus,1,OP,Solar Photovoltaic
58312,Warrenton Farm,Palmetto Power Management LLC,NC,Warren,1,OP,Solar Photovoltaic
58313,Mocksville Farm,"Strata Manager, LLC",NC,Davie,1,OP,Solar Photovoltaic
58314,Belwood Farm,Palmetto Power Management LLC,NC,Cleveland,1,OP,Solar Photovoltaic
58315,Arndt Farm,"Strata Manager, LLC",NC,Catawba,1,OP,Solar Photovoltaic
58316,Railroad Farm,Palmetto Power Management LLC,NC,Robeson,1,OP,Solar Photovoltaic
58317,Watts Farm,Palmetto Power Management LLC,NC,Robeson,1,OP,Solar Photovoltaic
58318,Farrington Farm,"Strata Manager, LLC",NC,Chatham,1,OP,Solar Photovoltaic
58319,"Patua Acquisition Project, LLC","Patua Acquisition Company, LLC",NV,Churchill,PV-01,OP,Solar Photovoltaic
58323,Shannon Farm,"Strata Manager, LLC",NC,Robeson,1,OP,Solar Photovoltaic
58329,UMMS at Pocomoke,"Luminace Solar Maryland II, LLC",MD,Somerset,PV1,OP,Solar Photovoltaic
58331,Fuquay Farm,"Strata Manager, LLC",NC,Wake,FUQUA,OP,Solar Photovoltaic
58332,Haynes Farm,"Strata Manager, LLC",NC,Lincoln,1,OP,Solar Photovoltaic
58333,Lenoir Farm,"Strata Manager, LLC",NC,Lenoir,1,OP,Solar Photovoltaic
58334,Lenoir Farm 2,"Strata Manager, LLC",NC,Lenoir,1,OP,Solar Photovoltaic
58335,Marshville Farm,"Strata Manager, LLC",NC,Union,1,OP,Solar Photovoltaic
58336,Mile Farm,Palmetto Power Management LLC,NC,Durham,1,OP,Solar Photovoltaic
58337,Moore Solar Farm,"Strata Manager, LLC",NC,Rockingham,1,OP,Solar Photovoltaic
58338,Moorings Farm,"Strata Manager, LLC",NC,Wayne,1,OP,Solar Photovoltaic
58339,New Bern Farm,"Strata Manager, LLC",NC,Craven,1,OP,Solar Photovoltaic
58340,Roxboro Farm,"Strata Manager, LLC",NC,Person,1,OP,Solar Photovoltaic
58341,White Cross Farm,"Strata Manager, LLC",NC,Orange,1,OP,Solar Photovoltaic
58342,Wilson Farm 1,"Strata Manager, LLC",NC,Wilson,1,OP,Solar Photovoltaic
58343,Yanceyville Farm,Palmetto Power Management LLC,NC,Caswell,1,OP,Solar Photovoltaic
58344,AM Best Farm,"Strata Manager, LLC",NC,Wayne,1,OP,Solar Photovoltaic
58345,Mt Olive Farm 2,"Strata Manager, LLC",NC,Wayne,1,OP,Solar Photovoltaic
58346,Dibrell Farm,"Strata Manager, LLC",NC,Rockingham,1,OP,Solar Photovoltaic
58347,Rock Farm,"Strata Manager, LLC",NC,Richmond,1,OP,Solar Photovoltaic
58348,Two Lines Farm,"Strata Manager, LLC",NC,Catawba,1,OP,Solar Photovoltaic
58349,Bolton Farm,"Strata Manager, LLC",NC,Warren,1,OP,Solar Photovoltaic
58350,McCallum Farm,"Strata Manager, LLC",NC,Robeson,1,OP,Solar Photovoltaic
58354,Radiance Solar 4,Greenbacker Renewable Energy Corporation,CA,Los Angeles,1,OP,Solar Photovoltaic
58355,Radiance Solar 5,Greenbacker Renewable Energy Corporation,CA,Los Angeles,1,OP,Solar Photovoltaic
58356,The Lawrenceville School Solar Facility,CVI CleanCapital Solar 4 LLC,NJ,Mercer,TLS,OP,Solar Photovoltaic
58357,Amazon,CVI CleanCapital Solar 4 LLC,NJ,Middlesex,WR,OP,Solar Photovoltaic
58358,North Jersey Media Group Solar Facility,CVI CleanCapital Solar 4 LLC,NJ,Morris,NJMG,OP,Solar Photovoltaic
58359,Corning Pharmaceutical Glass,CVI CleanCapital Solar 4 LLC,NJ,Cumberland,GG,OP,Solar Photovoltaic
58360,Atlantic Coast Freezers Solar Facility,CVI CleanCapital Solar 4 LLC,NJ,Cumberland,ACF,OP,Solar Photovoltaic
58361,Williams-Sonoma Solar Facility,CVI CleanCapital Solar 4 LLC,NJ,Middlesex,WS,OP,Solar Photovoltaic
58362,Quittacas Pond Solar,Consolidated Edison Solutions Inc.,MA,Plymouth,QPMA,OP,Solar Photovoltaic
58364,Tissington Solar,MN8 Energy LLC,NJ,Sussex,MC,OP,Solar Photovoltaic
58366,Atwell Island,SPS Atwell Island LLC,CA,Tulare,1,OP,Solar Photovoltaic
58370,Gridley Main,"Altus Power America Management, LLC",CA,Butte,GEN1,OP,Solar Photovoltaic
58371,Gridley Main Two,"Altus Power America Management, LLC",CA,Butte,GEN1,OP,Solar Photovoltaic
58373,White River Solar,Consolidated Edison Development Inc.,CA,Tulare,WRCA,OP,Solar Photovoltaic
58374,Corcoran Solar,Consolidated Edison Development Inc.,CA,Kings,CSCA,OP,Solar Photovoltaic
58376,Oakley Solar Project,Oakley Solar Project LLC,CA,Contra Costa,1,OP,Solar Photovoltaic
58381,Bryan Solar Field,City of Bryan - (OH),OH,Williams,1,OP,Solar Photovoltaic
58383,Hyder II Hybrid,Arizona Public Service Co,AZ,Yuma,PV1,OP,Solar Photovoltaic
58385,Northbridge Solar,Consolidated Edison Development Inc.,MA,Worcester,NSMA,OP,Solar Photovoltaic
58386,CU Solar Plant,CU Solar LLC,OH,Greene,CU,OP,Solar Photovoltaic
58387,CES Sterling LLC,SunEdison LLC,MA,Worcester,1,OP,Solar Photovoltaic
58388,Solar Star 1,"Solar Star California XIX, LLC",CA,Kern,AVS1,OP,Solar Photovoltaic
58388,Solar Star 1,"Solar Star California XIX, LLC",CA,Kern,SS11,OP,Solar Photovoltaic
58388,Solar Star 1,"Solar Star California XIX, LLC",CA,Kern,SS12,OP,Solar Photovoltaic
58388,Solar Star 1,"Solar Star California XIX, LLC",CA,Kern,SS13,OP,Solar Photovoltaic
58388,Solar Star 1,"Solar Star California XIX, LLC",CA,Kern,SS14,OP,Solar Photovoltaic
58388,Solar Star 1,"Solar Star California XIX, LLC",CA,Kern,SS15,OP,Solar Photovoltaic
58388,Solar Star 1,"Solar Star California XIX, LLC",CA,Kern,SS16,OP,Solar Photovoltaic
58389,Solar Star 2,"Solar Star California XX, LLC",CA,Kern,AVS2,OP,Solar Photovoltaic
58389,Solar Star 2,"Solar Star California XX, LLC",CA,Kern,SS21,OP,Solar Photovoltaic
58389,Solar Star 2,"Solar Star California XX, LLC",CA,Kern,SS22,OP,Solar Photovoltaic
58389,Solar Star 2,"Solar Star California XX, LLC",CA,Kern,SS23,OP,Solar Photovoltaic
58389,Solar Star 2,"Solar Star California XX, LLC",CA,Kern,SS24,OP,Solar Photovoltaic
58389,Solar Star 2,"Solar Star California XX, LLC",CA,Kern,SS25,OP,Solar Photovoltaic
58391,IND Community Solar Farm 1st Phase,Terraform Arcadia,IN,Marion,1,OP,Solar Photovoltaic
58398,Heber Solar,Axium US Solar Holdings LLC,CA,Imperial,1,OP,Solar Photovoltaic
58401,Volkswagen Solar System,"SR Enterprise South, LLC",TN,Hamilton,1,OP,Solar Photovoltaic
58402,Solar Star New Jersey NJ LLC,Solar Star New Jersey VI LLC,NJ,Somerset,1,OP,Solar Photovoltaic
58403,Bellingham PV,Terraform Arcadia,MA,Worcester,SO032,OP,Solar Photovoltaic
58408,Maryland Solar,"Arevon Energy, Inc.",MD,Washington,MSH1,OP,Solar Photovoltaic
58410,Marshfield PV,Terraform Arcadia,MA,Plymouth,SO032,OP,Solar Photovoltaic
58411,Orange PV,Terraform Arcadia,MA,Franklin,SO023,OP,Solar Photovoltaic
58412,Maynard PV,Terraform Arcadia,MA,Middlesex,SO026,OP,Solar Photovoltaic
58417,Lone Valley Solar Park I LLC,Lone Valley Solar Park I LLC,CA,San Bernardino,CP1,OP,Solar Photovoltaic
58418,Victor Dry Farm Ranch A,AES Distributed Energy,CA,San Bernardino,1,OP,Solar Photovoltaic
58419,Victor Dry Farm Ranch B,AES Distributed Energy,CA,San Bernardino,1,OP,Solar Photovoltaic
58422,CSU Northridge Plant,"California State University, Northridge",CA,Los Angeles,B2PV,OP,Solar Photovoltaic
58422,CSU Northridge Plant,"California State University, Northridge",CA,Los Angeles,E6PV,OP,Solar Photovoltaic
58423,Southbridge PV,Terraform Arcadia,MA,Worcester,SO022,OP,Solar Photovoltaic
58430,Centinela Solar Energy,"Arevon Energy, Inc.",CA,Imperial,CSE1,OP,Solar Photovoltaic
58430,Centinela Solar Energy,"Arevon Energy, Inc.",CA,Imperial,CSE2,OP,Solar Photovoltaic
58430,Centinela Solar Energy,"Arevon Energy, Inc.",CA,Imperial,CSE3,OP,Solar Photovoltaic
58430,Centinela Solar Energy,"Arevon Energy, Inc.",CA,Imperial,CSE4,OP,Solar Photovoltaic
58430,Centinela Solar Energy,"Arevon Energy, Inc.",CA,Imperial,CSE5,OP,Solar Photovoltaic
58430,Centinela Solar Energy,"Arevon Energy, Inc.",CA,Imperial,CSE6,OP,Solar Photovoltaic
58431,West Tennessee Solar Farm,UT West Tennessee Solar Farm,TN,Haywood,SNVA,OP,Solar Photovoltaic
58443,Martin Limestone Solar Array,Sunstream Energy LLC,PA,Lancaster,GEN1,OP,Solar Photovoltaic
58445,Arrache 4006,CD US Solar MT 2 LLC,CA,Los Angeles,1,OP,Solar Photovoltaic
58445,Arrache 4006,CD US Solar MT 2 LLC,CA,Los Angeles,2,OP,Solar Photovoltaic
58446,Arrache 4013,CD US Solar MT 2 LLC,CA,Los Angeles,1,OP,Solar Photovoltaic
58447,Arrache 8083,CD US Solar MT 2 LLC,CA,Los Angeles,1,OP,Solar Photovoltaic
58447,Arrache 8083,CD US Solar MT 2 LLC,CA,Los Angeles,2,OP,Solar Photovoltaic
58447,Arrache 8083,CD US Solar MT 2 LLC,CA,Los Angeles,3,OP,Solar Photovoltaic
58448,Nunn,CD US Solar MT 2 LLC,CA,San Bernardino,1,OP,Solar Photovoltaic
58449,Rutan,CD US Solar MT 2 LLC,CA,Los Angeles,1,OP,Solar Photovoltaic
58449,Rutan,CD US Solar MT 2 LLC,CA,Los Angeles,2,OP,Solar Photovoltaic
58449,Rutan,CD US Solar MT 2 LLC,CA,Los Angeles,3,OP,Solar Photovoltaic
58450,Vinam,CD US Solar MT 2 LLC,CA,Los Angeles,1,OP,Solar Photovoltaic
58451,Ma,CD US Solar MT 2 LLC,CA,Los Angeles,1,OP,Solar Photovoltaic
58452,Horn,CD US Solar MT 2 LLC,CA,Los Angeles,1,OP,Solar Photovoltaic
58453,Dixon Dairy Road Solar,Palmetto Power Management LLC,NC,Cleveland,1,OP,Solar Photovoltaic
58454,Watts 3115,CD US Solar MT 2 LLC,CA,San Bernardino,1,OP,Solar Photovoltaic
58454,Watts 3115,CD US Solar MT 2 LLC,CA,San Bernardino,2,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,1,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,BLK2,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,BLK3,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,BLK4,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,BLK5,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,BLK6,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,BLK7,OP,Solar Photovoltaic
58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",CA,Riverside,BLK8,OP,Solar Photovoltaic
58463,Herbert Farm Solar,SMECO Solar LLC,MD,Charles,1,OP,Solar Photovoltaic
58467,Campo Verde Solar,Southern Power Co,CA,Imperial,CVS1,OP,Solar Photovoltaic
58473,Bruce A Henry Solar Farm,Delaware Electric Cooperative,DE,Sussex,BHSF,OP,Solar Photovoltaic
58477,Las Vegas WPCF Solar Plant,City of Las Vegas,NV,Clark,1,OP,Solar Photovoltaic
58479,SEV NM Phase 2,"Altus Power America Management, LLC",NM,Chaves,NMP2,OP,Solar Photovoltaic
58480,Plymouth Solar LLC,SunEnergy1,NC,Washington,1,OP,Solar Photovoltaic
58481,CSU Pueblo,"Scale Sustainable I, LLC",CO,Pueblo,CSU1,OP,Solar Photovoltaic
58482,"Azalea Solar, LLC",Onward Energy,GA,Washington,1,OP,Solar Photovoltaic
58483,Tinton Falls Solar Farm,Tinton Falls Solar,NJ,Monmouth,UNIT1,OP,Solar Photovoltaic
58485,Upson Rocky Creek Solar Plant,Axium US Solar Holdings LLC,GA,Upson,PV1,OP,Solar Photovoltaic
58486,"Picture Rocks Solar, LLC",MN8 Energy LLC,AZ,Pima,1,OP,Solar Photovoltaic
58487,Granville Solar PV Power Project,Southern Power Co,NC,Granville,1,OP,Solar Photovoltaic
58488,"Bryan Solar, LLC",MN8 Energy LLC,TX,Presidio,1,OP,Solar Photovoltaic
58489,Apex Solar PV Power Project,Southern Power Co,NV,Clark,1,OP,Solar Photovoltaic
58490,Spectrum Solar PV Power Project,Southern Power Co,NV,Clark,1,OP,Solar Photovoltaic
58491,"Sandy Cross Solar, LLC","Oppidum Renewables USA, LLC",NC,Nash,SANDY,OP,Solar Photovoltaic
58492,"Ararat Rock Solar, LLC","Oppidum Renewables USA, LLC",NC,Surry,ARARR,OP,Solar Photovoltaic
58493,"Progress Solar 1, LLC","Oppidum Renewables USA, LLC",NC,Franklin,PRO1,OP,Solar Photovoltaic
58494,"Progress Solar II, LLC","Oppidum Renewables USA, LLC",NC,Robeson,PROG2,OP,Solar Photovoltaic
58495,"Progress Solar III, LLC","Oppidum Renewables USA, LLC",NC,Robeson,PROG3,OP,Solar Photovoltaic
58496,Lincoln Solar,Ecos Energy LLC,IN,Lake,PV2,OP,Solar Photovoltaic
58498,RE Rosamond One LLC,MN8 Energy LLC,CA,Kern,RONE,OP,Solar Photovoltaic
58499,RE Rosamond Two LLC,MN8 Energy LLC,CA,Kern,RTWO,OP,Solar Photovoltaic
58500,RE Rio Grande Solar LLC,MN8 Energy LLC,CA,Kern,RIO,OP,Solar Photovoltaic
58501,RE Gillespie 1 LLC,MN8 Energy LLC,AZ,Maricopa,GILL1,OP,Solar Photovoltaic
58502,RE Columbia 3 LLC,MN8 Energy LLC,CA,Kern,COL3,OP,Solar Photovoltaic
58504,Livingston Solar Farm,"Rutgers, The State University of NJ",NJ,Middlesex,LVSF,OP,Solar Photovoltaic
58505,Livingston Solar Canopies,"Rutgers, The State University of NJ",NJ,Middlesex,LVSC,OP,Solar Photovoltaic
58506,Chuckawalla Solar,"Altus Power America Management, LLC",CA,Riverside,0937,OP,Solar Photovoltaic
58508,Bear Creek Solar (CA),Ecos Energy LLC,CA,San Joaquin,PV3,OP,Solar Photovoltaic
58509,Vintner Solar,Ecos Energy LLC,CA,San Luis Obispo,PV4,OP,Solar Photovoltaic
58510,Kettleman Solar Project,Ecos Energy LLC,CA,San Joaquin,PV5,OP,Solar Photovoltaic
58512,Cornerstone Power Vineland I LLC,"Altus Power America Management, LLC",NJ,Cumberland,PV1,OP,Solar Photovoltaic
58513,Ironwood Solar LLC,"Altus Power America Management, LLC",CA,Riverside,0937,OP,Solar Photovoltaic
58514,Desert Hot Springs Solar,Consolidated Edison Solutions Inc.,CA,Riverside,DHCA,OP,Solar Photovoltaic
58515,Chattanooga Metropolitan Airport Solar,Chattanooga Metropolitan Airport,TN,Hamilton,GEN1,OP,Solar Photovoltaic
58515,Chattanooga Metropolitan Airport Solar,Chattanooga Metropolitan Airport,TN,Hamilton,GEN2,OP,Solar Photovoltaic
58515,Chattanooga Metropolitan Airport Solar,Chattanooga Metropolitan Airport,TN,Hamilton,GEN3,OP,Solar Photovoltaic
58516,Union HS at Casa Grande,"Luminace Solar Holding, LLC",AZ,Pinal,PV1,OP,Solar Photovoltaic
58517,Vista Grande HS at Casa Grande,"Luminace Solar Holding, LLC",AZ,Pinal,PV1,OP,Solar Photovoltaic
58519,Alethea I,"Syncarpha Alethea I, LLC",NJ,Burlington,1,OP,Solar Photovoltaic
58520,Otero Solar,PNM Resources,NM,Otero,OTE1,OP,Solar Photovoltaic
58521,Manzano Solar,PNM Resources,NM,Valencia,MAN1,OP,Solar Photovoltaic
58522,Madera Community Hospital,CleanCapital Holdings,CA,Madera,1,OP,Solar Photovoltaic
58524,Neuse River Solar Farm,"Scale Sustainable I, LLC",NC,Wake,1,OP,Solar Photovoltaic
58525,City of Hayward WWTP,City of Hayward,CA,Alameda,1,OP,Solar Photovoltaic
58527,Crown Cooling Facility,Five Crowns Inc,CA,Imperial,1,OP,Solar Photovoltaic
58528,Garnet Solar Generation Station I LLC,Garnet Solar Generation Station I LLC,CA,Riverside,WDT44,OP,Solar Photovoltaic
58529,Progress Manis I,"USF Surry, LLC",NC,Scotland,P11A,OP,Solar Photovoltaic
58531,North Carolina Solar Bethea I,"USF Surry, LLC",NC,Scotland,P22A,OP,Solar Photovoltaic
58534,Westford Solar Park,MN8 Energy LLC,MA,Middlesex,1,OP,Solar Photovoltaic
58535,Pickering Solar,Aqua America Inc,PA,Chester,1,OP,Solar Photovoltaic
58536,Cornerstone Power Holmdel LLC,OCI Energy LLC,NJ,Monmouth,1,OP,Solar Photovoltaic
58537,OCI Alamo Solar I Hybrid,OCI Energy LLC,TX,Bexar,1,OP,Solar Photovoltaic
58538,PCSP3 Airport,Carolina Solar Energy LLC,NC,Person,3,OP,Solar Photovoltaic
58539,Lake Pleasant WTP,MN8 Energy LLC,AZ,Maricopa,1,OP,Solar Photovoltaic
58540,Silver City WWTP PV Project,"Affordable Solar Silver City, LLC",NM,Grant,PV-1,OP,Solar Photovoltaic
58541,SunGen Sharon 1 LLC,SunGen Sharon 1 LLC,VT,Windsor,1,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL12,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL13,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL14,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL15,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL16,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL17,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL18,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL19,OP,Solar Photovoltaic
58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",CA,Riverside,DSL20,OP,Solar Photovoltaic
58543,"Gilbert Solar Facility I, LLC","Gilbert Solar Facility I, LLC",AZ,Maricopa,1,OP,Solar Photovoltaic
58544,Mountain View Solar,NextEra Energy Mountain View Solar,NV,Clark,1,OP,Solar Photovoltaic
58545,Community Solar 1,Solar Community I LLC,CA,Imperial,1,OP,Solar Photovoltaic
58547,SMPA Solar 1 Community Solar,"San Miguel Power Assn, Inc",CO,Montrose,1,OP,Solar Photovoltaic
58549,Port Allen Solar,Kaieie Waho Company LLC,HI,Kauai,1,OP,Solar Photovoltaic
58550,Owens Corning at Bethlehem,"Luminace Solar Holding, LLC",NY,Albany,PV1,OP,Solar Photovoltaic
58552,"Indy Solar I, LLC",Onward Energy,IN,Marion,1,OP,Solar Photovoltaic
58553,"Indy Solar III, LLC",Onward Energy,IN,Marion,1,OP,Solar Photovoltaic
58554,"Somers Solar Center, LLC",Onward Energy,CT,Tolland,1,OP,Solar Photovoltaic
58556,"Indy Solar II, LLC",Onward Energy,IN,Marion,1,OP,Solar Photovoltaic
